train_number,run_date,station_code,sequence,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,distance_km,arrival_delay_min,departure_delay_min,station_dwell_time_min,scheduled_dwell_time_min,dwell_deviation_min,section_id,section_distance_km,sectional_running_time_min,scheduled_running_time_min,delay_recovery_min
12302,2026-08-20,CNB,2,2026-08-20 21:30:00,2026-08-20 21:40:06,2026-08-20 21:35:00,2026-08-20 21:45:36,440.0,10.1,10.6,5.5,5.0,0.5,NDLS->CNB,440.0,283.1,275.0,-8.1
12302,2026-08-20,PRYJ,3,2026-08-20 23:43:00,2026-08-20 23:52:00,2026-08-20 23:45:00,2026-08-20 23:56:00,634.0,9.0,11.0,4.0,2.0,2.0,CNB->PRYJ,194.0,126.4,128.0,1.5999999999999996
12302,2026-08-20,DDU,4,2026-08-21 00:45:00,2026-08-21 00:58:42,2026-08-21 00:55:00,2026-08-21 01:08:12,787.0,13.7,13.2,9.5,10.0,-0.5,PRYJ->DDU,153.0,62.7,60.0,-2.6999999999999993
12302,2026-08-20,GAYA,5,2026-08-21 03:10:00,2026-08-21 03:24:30,2026-08-21 03:13:00,2026-08-21 03:29:30,992.0,14.5,16.5,5.0,3.0,2.0,DDU->GAYA,205.0,136.3,135.0,-1.3000000000000007
12302,2026-08-20,DHN,6,2026-08-21 05:55:00,2026-08-21 06:07:24,2026-08-21 06:00:00,2026-08-21 06:11:54,1193.0,12.4,11.9,4.5,5.0,-0.5,GAYA->DHN,201.0,157.9,162.0,4.1
12302,2026-08-20,ASN,7,2026-08-21 06:54:00,2026-08-21 07:06:00,2026-08-21 06:56:00,2026-08-21 07:10:00,1251.0,12.0,14.0,4.0,2.0,2.0,DHN->ASN,58.0,54.1,54.0,-0.09999999999999964
12302,2026-08-20,HWH,8,2026-08-21 09:55:00,2026-08-21 10:09:36,,,1450.0,14.6,14.6,2.0,2.0,0.0,ASN->HWH,199.0,179.6,179.0,-0.5999999999999996
12302,2026-08-21,NDLS,1,,,2026-08-21 16:55:00,2026-08-21 17:00:00,0.0,0.0,5.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-21,CNB,2,2026-08-21 21:30:00,2026-08-21 21:43:00,2026-08-21 21:35:00,2026-08-21 21:50:00,440.0,13.0,15.0,7.0,5.0,2.0,NDLS->CNB,440.0,283.0,275.0,-8.0
12302,2026-08-21,PRYJ,3,2026-08-21 23:43:00,2026-08-21 23:54:18,2026-08-21 23:45:00,2026-08-21 23:55:48,634.0,11.3,10.8,1.5,2.0,-0.5,CNB->PRYJ,194.0,124.3,128.0,3.6999999999999993
12302,2026-08-21,DDU,4,2026-08-22 00:45:00,2026-08-22 01:02:48,2026-08-22 00:55:00,2026-08-22 01:14:48,787.0,17.8,19.8,12.0,10.0,2.0,PRYJ->DDU,153.0,67.0,60.0,-7.0
12302,2026-08-21,GAYA,5,2026-08-22 03:10:00,2026-08-22 03:25:24,2026-08-22 03:13:00,2026-08-22 03:27:54,992.0,15.4,14.9,2.5,3.0,-0.5,DDU->GAYA,205.0,130.6,135.0,4.4
12302,2026-08-21,DHN,6,2026-08-22 05:55:00,2026-08-22 06:07:48,2026-08-22 06:00:00,2026-08-22 06:14:48,1193.0,12.8,14.8,7.0,5.0,2.0,GAYA->DHN,201.0,159.9,162.0,2.0999999999999996
12302,2026-08-21,ASN,7,2026-08-22 06:54:00,2026-08-22 07:05:42,2026-08-22 06:56:00,2026-08-22 07:09:42,1251.0,11.7,13.7,4.0,2.0,2.0,DHN->ASN,58.0,50.9,54.0,3.1000000000000014
12302,2026-08-21,HWH,8,2026-08-22 09:55:00,2026-08-22 10:07:06,,,1450.0,12.1,12.1,2.0,2.0,0.0,ASN->HWH,199.0,177.4,179.0,1.5999999999999996
12302,2026-08-22,NDLS,1,,,2026-08-22 16:55:00,2026-08-22 16:55:00,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-22,CNB,2,2026-08-22 21:30:00,2026-08-22 21:38:36,2026-08-22 21:35:00,2026-08-22 21:45:36,440.0,8.6,10.6,7.0,5.0,2.0,NDLS->CNB,440.0,283.6,275.0,-8.6
12302,2026-08-22,PRYJ,3,2026-08-22 23:43:00,2026-08-22 23:49:00,2026-08-22 23:45:00,2026-08-22 23:51:00,634.0,6.0,6.0,2.0,2.0,0.0,CNB->PRYJ,194.0,123.4,128.0,4.6
12302,2026-08-22,DDU,4,2026-08-23 00:45:00,2026-08-23 00:57:54,2026-08-23 00:55:00,2026-08-23 01:08:24,787.0,12.9,13.4,10.5,10.0,0.5,PRYJ->DDU,153.0,66.9,60.0,-6.9
12302,2026-08-22,GAYA,5,2026-08-23 03:10:00,2026-08-23 03:24:12,2026-08-23 03:13:00,2026-08-23 03:26:42,992.0,14.2,13.7,2.5,3.0,-0.5,DDU->GAYA,205.0,135.8,135.0,-0.7999999999999989
12302,2026-08-22,DHN,6,2026-08-23 05:55:00,2026-08-23 06:05:54,2026-08-23 06:00:00,2026-08-23 06:10:54,1193.0,10.9,10.9,5.0,5.0,0.0,GAYA->DHN,201.0,159.2,162.0,2.799999999999999
12302,2026-08-22,ASN,7,2026-08-23 06:54:00,2026-08-23 07:05:36,2026-08-23 06:56:00,2026-08-23 07:09:36,1251.0,11.6,13.6,4.0,2.0,2.0,DHN->ASN,58.0,54.7,54.0,-0.6999999999999993
12302,2026-08-22,HWH,8,2026-08-23 09:55:00,2026-08-23 10:05:06,,,1450.0,10.1,10.1,2.0,2.0,0.0,ASN->HWH,199.0,175.5,179.0,3.5
12302,2026-08-23,NDLS,1,,,2026-08-23 16:55:00,2026-08-23 17:00:00,0.0,0.0,5.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-23,CNB,2,2026-08-23 21:30:00,2026-08-23 21:42:36,2026-08-23 21:35:00,2026-08-23 21:47:06,440.0,12.6,12.1,4.5,5.0,-0.5,NDLS->CNB,440.0,282.6,275.0,-7.6
12302,2026-08-23,PRYJ,3,2026-08-23 23:43:00,2026-08-23 23:50:18,2026-08-23 23:45:00,2026-08-23 23:51:48,634.0,7.3,6.8,1.5,2.0,-0.5,CNB->PRYJ,194.0,123.2,128.0,4.8
12302,2026-08-23,DDU,4,2026-08-24 00:45:00,2026-08-24 00:59:18,2026-08-24 00:55:00,2026-08-24 01:08:48,787.0,14.3,13.8,9.5,10.0,-0.5,PRYJ->DDU,153.0,67.5,60.0,-7.500000000000001
12302,2026-08-23,GAYA,5,2026-08-24 03:10:00,2026-08-24 03:25:06,2026-08-24 03:13:00,2026-08-24 03:28:06,992.0,15.1,15.1,3.0,3.0,0.0,DDU->GAYA,205.0,136.3,135.0,-1.299999999999999
12302,2026-08-23,DHN,6,2026-08-24 05:55:00,2026-08-24 06:10:24,2026-08-24 06:00:00,2026-08-24 06:17:24,1193.0,15.4,17.4,7.0,5.0,2.0,GAYA->DHN,201.0,162.3,162.0,-0.3000000000000007
12302,2026-08-23,ASN,7,2026-08-24 06:54:00,2026-08-24 07:08:54,2026-08-24 06:56:00,2026-08-24 07:11:24,1251.0,14.9,15.4,2.5,2.0,0.5,DHN->ASN,58.0,51.5,54.0,2.4999999999999982
12302,2026-08-23,HWH,8,2026-08-24 09:55:00,2026-08-24 10:11:48,,,1450.0,16.8,16.8,2.0,2.0,0.0,ASN->HWH,199.0,180.4,179.0,-1.4000000000000004
12302,2026-08-24,NDLS,1,,,2026-08-24 16:55:00,2026-08-24 16:55:00,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-24,CNB,2,2026-08-24 21:30:00,2026-08-24 21:30:00,2026-08-24 21:35:00,2026-08-24 21:35:30,440.0,0.0,0.5,5.5,5.0,0.5,NDLS->CNB,440.0,275.0,275.0,0.0
12302,2026-08-24,PRYJ,3,2026-08-24 23:43:00,2026-08-24 23:43:00,2026-08-24 23:45:00,2026-08-24 23:45:30,634.0,0.0,0.5,2.5,2.0,0.5,CNB->PRYJ,194.0,127.5,128.0,0.5
12302,2026-08-24,DDU,4,2026-08-25 00:45:00,2026-08-25 00:45:30,2026-08-25 00:55:00,2026-08-25 00:56:00,787.0,0.5,1.0,10.5,10.0,0.5,PRYJ->DDU,153.0,60.0,60.0,0.0
12302,2026-08-24,GAYA,5,2026-08-25 03:10:00,2026-08-25 03:10:12,2026-08-25 03:13:00,2026-08-25 03:13:42,992.0,0.2,0.7,3.5,3.0,0.5,DDU->GAYA,205.0,134.2,135.0,0.8
12302,2026-08-24,DHN,6,2026-08-25 05:55:00,2026-08-25 05:55:00,2026-08-25 06:00:00,2026-08-25 06:02:00,1193.0,0.0,2.0,7.0,5.0,2.0,GAYA->DHN,201.0,161.3,162.0,0.7
12302,2026-08-24,ASN,7,2026-08-25 06:54:00,2026-08-25 06:54:00,2026-08-25 06:56:00,2026-08-25 06:56:30,1251.0,0.0,0.5,2.5,2.0,0.5,DHN->ASN,58.0,52.0,54.0,2.0
12302,2026-08-24,HWH,8,2026-08-25 09:55:00,2026-08-25 09:55:00,,,1450.0,0.0,0.0,2.0,2.0,0.0,ASN->HWH,199.0,178.5,179.0,0.5
12302,2026-08-25,NDLS,1,,,2026-08-25 16:55:00,2026-08-25 16:57:00,0.0,0.0,2.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-25,CNB,2,2026-08-25 21:30:00,2026-08-25 21:37:48,2026-08-25 21:35:00,2026-08-25 21:42:18,440.0,7.8,7.3,4.5,5.0,-0.5,NDLS->CNB,440.0,280.8,275.0,-5.8
12302,2026-08-25,PRYJ,3,2026-08-25 23:43:00,2026-08-25 23:46:00,2026-08-25 23:45:00,2026-08-25 23:48:00,634.0,3.0,3.0,2.0,2.0,0.0,CNB->PRYJ,194.0,123.7,128.0,4.3
12302,2026-08-25,DDU,4,2026-08-26 00:45:00,2026-08-26 00:50:12,2026-08-26 00:55:00,2026-08-26 01:01:12,787.0,5.2,6.2,11.0,10.0,1.0,PRYJ->DDU,153.0,62.2,60.0,-2.2
12302,2026-08-25,GAYA,5,2026-08-26 03:10:00,2026-08-26 03:17:00,2026-08-26 03:13:00,2026-08-26 03:20:00,992.0,7.0,7.0,3.0,3.0,0.0,DDU->GAYA,205.0,135.8,135.0,-0.7999999999999998
12302,2026-08-25,DHN,6,2026-08-26 05:55:00,2026-08-26 05:58:36,2026-08-26 06:00:00,2026-08-26 06:05:36,1193.0,3.6,5.6,7.0,5.0,2.0,GAYA->DHN,201.0,158.6,162.0,3.4
12302,2026-08-25,ASN,7,2026-08-26 06:54:00,2026-08-26 06:56:06,2026-08-26 06:56:00,2026-08-26 07:00:06,1251.0,2.1,4.1,4.0,2.0,2.0,DHN->ASN,58.0,50.5,54.0,3.4999999999999996
12302,2026-08-25,HWH,8,2026-08-26 09:55:00,2026-08-26 10:00:36,,,1450.0,5.6,5.6,2.0,2.0,0.0,ASN->HWH,199.0,180.5,179.0,-1.5
12302,2026-08-26,NDLS,1,,,2026-08-26 16:55:00,2026-08-26 16:57:00,0.0,0.0,2.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-26,CNB,2,2026-08-26 21:30:00,2026-08-26 21:38:00,2026-08-26 21:35:00,2026-08-26 21:43:30,440.0,8.0,8.5,5.5,5.0,0.5,NDLS->CNB,440.0,281.0,275.0,-6.0
12302,2026-08-26,PRYJ,3,2026-08-26 23:43:00,2026-08-26 23:49:30,2026-08-26 23:45:00,2026-08-26 23:53:30,634.0,6.5,8.5,4.0,2.0,2.0,CNB->PRYJ,194.0,126.0,128.0,2.0
12302,2026-08-26,DDU,4,2026-08-27 00:45:00,2026-08-27 00:51:36,2026-08-27 00:55:00,2026-08-27 01:02:36,787.0,6.6,7.6,11.0,10.0,1.0,PRYJ->DDU,153.0,58.1,60.0,1.9000000000000004
12302,2026-08-26,GAYA,5,2026-08-27 03:10:00,2026-08-27 03:20:00,2026-08-27 03:13:00,2026-08-27 03:23:30,992.0,10.0,10.5,3.5,3.0,0.5,DDU->GAYA,205.0,137.4,135.0,-2.4000000000000004
12302,2026-08-26,DHN,6,2026-08-27 05:55:00,2026-08-27 06:04:12,2026-08-27 06:00:00,2026-08-27 06:11:12,1193.0,9.2,11.2,7.0,5.0,2.0,GAYA->DHN,201.0,160.7,162.0,1.3000000000000007
12302,2026-08-26,ASN,7,2026-08-27 06:54:00,2026-08-27 07:02:36,2026-08-27 06:56:00,2026-08-27 07:05:36,1251.0,8.6,9.6,3.0,2.0,1.0,DHN->ASN,58.0,51.4,54.0,2.5999999999999996
12302,2026-08-26,HWH,8,2026-08-27 09:55:00,2026-08-27 10:06:42,,,1450.0,11.7,11.7,2.0,2.0,0.0,ASN->HWH,199.0,181.1,179.0,-2.0999999999999996
12302,2026-08-27,NDLS,1,,,2026-08-27 16:55:00,2026-08-27 17:00:00,0.0,0.0,5.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-27,CNB,2,2026-08-27 21:30:00,2026-08-27 21:37:36,2026-08-27 21:35:00,2026-08-27 21:44:36,440.0,7.6,9.6,7.0,5.0,2.0,NDLS->CNB,440.0,277.6,275.0,-2.5999999999999996
12302,2026-08-27,PRYJ,3,2026-08-27 23:43:00,2026-08-27 23:51:36,2026-08-27 23:45:00,2026-08-27 23:53:06,634.0,8.6,8.1,1.5,2.0,-0.5,CNB->PRYJ,194.0,127.0,128.0,1.0
12302,2026-08-27,DDU,4,2026-08-28 00:45:00,2026-08-28 00:54:30,2026-08-28 00:55:00,2026-08-28 01:04:00,787.0,9.5,9.0,9.5,10.0,-0.5,PRYJ->DDU,153.0,61.4,60.0,-1.4000000000000004
12302,2026-08-27,GAYA,5,2026-08-28 03:10:00,2026-08-28 03:19:42,2026-08-28 03:13:00,2026-08-28 03:23:42,992.0,9.7,10.7,4.0,3.0,1.0,DDU->GAYA,205.0,135.7,135.0,-0.6999999999999993
12302,2026-08-27,DHN,6,2026-08-28 05:55:00,2026-08-28 06:01:54,2026-08-28 06:00:00,2026-08-28 06:07:54,1193.0,6.9,7.9,6.0,5.0,1.0,GAYA->DHN,201.0,158.2,162.0,3.799999999999999
12302,2026-08-27,ASN,7,2026-08-28 06:54:00,2026-08-28 07:01:12,2026-08-28 06:56:00,2026-08-28 07:04:12,1251.0,7.2,8.2,3.0,2.0,1.0,DHN->ASN,58.0,53.3,54.0,0.7000000000000002
12302,2026-08-27,HWH,8,2026-08-28 09:55:00,2026-08-28 10:02:54,,,1450.0,7.9,7.9,2.0,2.0,0.0,ASN->HWH,199.0,178.7,179.0,0.29999999999999893
12302,2026-08-28,NDLS,1,,,2026-08-28 16:55:00,2026-08-28 17:05:00,0.0,0.0,10.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-28,CNB,2,2026-08-28 21:30:00,2026-08-28 21:45:54,2026-08-28 21:35:00,2026-08-28 21:51:54,440.0,15.9,16.9,6.0,5.0,1.0,NDLS->CNB,440.0,280.9,275.0,-5.9
12302,2026-08-28,PRYJ,3,2026-08-28 23:43:00,2026-08-28 23:58:00,2026-08-28 23:45:00,2026-08-29 00:01:00,634.0,15.0,16.0,3.0,2.0,1.0,CNB->PRYJ,194.0,126.1,128.0,1.8999999999999986
12302,2026-08-28,DDU,4,2026-08-29 00:45:00,2026-08-29 01:04:18,2026-08-29 00:55:00,2026-08-29 01:14:48,787.0,19.3,19.8,10.5,10.0,0.5,PRYJ->DDU,153.0,63.3,60.0,-3.3000000000000007
12302,2026-08-28,GAYA,5,2026-08-29 03:10:00,2026-08-29 03:28:12,2026-08-29 03:13:00,2026-08-29 03:31:12,992.0,18.2,18.2,3.0,3.0,0.0,DDU->GAYA,205.0,133.4,135.0,1.6000000000000014
12302,2026-08-28,DHN,6,2026-08-29 05:55:00,2026-08-29 06:09:06,2026-08-29 06:00:00,2026-08-29 06:14:06,1193.0,14.1,14.1,5.0,5.0,0.0,GAYA->DHN,201.0,157.9,162.0,4.1
12302,2026-08-28,ASN,7,2026-08-29 06:54:00,2026-08-29 07:04:36,2026-08-29 06:56:00,2026-08-29 07:08:36,1251.0,10.6,12.6,4.0,2.0,2.0,DHN->ASN,58.0,50.5,54.0,3.5
12302,2026-08-28,HWH,8,2026-08-29 09:55:00,2026-08-29 10:05:24,,,1450.0,10.4,10.4,2.0,2.0,0.0,ASN->HWH,199.0,176.8,179.0,2.1999999999999993
12302,2026-08-29,NDLS,1,,,2026-08-29 16:55:00,2026-08-29 17:05:00,0.0,0.0,10.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-29,CNB,2,2026-08-29 21:30:00,2026-08-29 21:39:48,2026-08-29 21:35:00,2026-08-29 21:45:18,440.0,9.8,10.3,5.5,5.0,0.5,NDLS->CNB,440.0,274.8,275.0,0.1999999999999993
12302,2026-08-29,PRYJ,3,2026-08-29 23:43:00,2026-08-29 23:49:06,2026-08-29 23:45:00,2026-08-29 23:50:36,634.0,6.1,5.6,1.5,2.0,-0.5,CNB->PRYJ,194.0,123.8,128.0,4.200000000000001
12302,2026-08-29,DDU,4,2026-08-30 00:45:00,2026-08-30 00:50:18,2026-08-30 00:55:00,2026-08-30 01:01:18,787.0,5.3,6.3,11.0,10.0,1.0,PRYJ->DDU,153.0,59.7,60.0,0.2999999999999998
12302,2026-08-29,GAYA,5,2026-08-30 03:10:00,2026-08-30 03:18:06,2026-08-30 03:13:00,2026-08-30 03:20:36,992.0,8.1,7.6,2.5,3.0,-0.5,DDU->GAYA,205.0,136.8,135.0,-1.7999999999999998
12302,2026-08-29,DHN,6,2026-08-30 05:55:00,2026-08-30 06:03:18,2026-08-30 06:00:00,2026-08-30 06:07:48,1193.0,8.3,7.8,4.5,5.0,-0.5,GAYA->DHN,201.0,162.7,162.0,-0.7000000000000011
12302,2026-08-29,ASN,7,2026-08-30 06:54:00,2026-08-30 07:00:42,2026-08-30 06:56:00,2026-08-30 07:02:42,1251.0,6.7,6.7,2.0,2.0,0.0,DHN->ASN,58.0,52.9,54.0,1.0999999999999996
12302,2026-08-29,HWH,8,2026-08-30 09:55:00,2026-08-30 10:00:18,,,1450.0,5.3,5.3,2.0,2.0,0.0,ASN->HWH,199.0,177.6,179.0,1.4000000000000004
12302,2026-08-30,NDLS,1,,,2026-08-30 16:55:00,2026-08-30 16:55:00,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-30,CNB,2,2026-08-30 21:30:00,2026-08-30 21:38:42,2026-08-30 21:35:00,2026-08-30 21:44:42,440.0,8.7,9.7,6.0,5.0,1.0,NDLS->CNB,440.0,283.7,275.0,-8.7
12302,2026-08-30,PRYJ,3,2026-08-30 23:43:00,2026-08-30 23:50:48,2026-08-30 23:45:00,2026-08-30 23:53:18,634.0,7.8,8.3,2.5,2.0,0.5,CNB->PRYJ,194.0,126.1,128.0,1.8999999999999995
12302,2026-08-30,DDU,4,2026-08-31 00:45:00,2026-08-31 00:52:42,2026-08-31 00:55:00,2026-08-31 01:04:42,787.0,7.7,9.7,12.0,10.0,2.0,PRYJ->DDU,153.0,59.4,60.0,0.6000000000000005
12302,2026-08-30,GAYA,5,2026-08-31 03:10:00,2026-08-31 03:19:00,2026-08-31 03:13:00,2026-08-31 03:22:30,992.0,9.0,9.5,3.5,3.0,0.5,DDU->GAYA,205.0,134.3,135.0,0.6999999999999993
12302,2026-08-30,DHN,6,2026-08-31 05:55:00,2026-08-31 06:03:30,2026-08-31 06:00:00,2026-08-31 06:09:30,1193.0,8.5,9.5,6.0,5.0,1.0,GAYA->DHN,201.0,161.0,162.0,1.0
12302,2026-08-30,ASN,7,2026-08-31 06:54:00,2026-08-31 07:01:18,2026-08-31 06:56:00,2026-08-31 07:03:48,1251.0,7.3,7.8,2.5,2.0,0.5,DHN->ASN,58.0,51.8,54.0,2.2
12302,2026-08-30,HWH,8,2026-08-31 09:55:00,2026-08-31 10:02:18,,,1450.0,7.3,7.3,2.0,2.0,0.0,ASN->HWH,199.0,178.5,179.0,0.5
12302,2026-08-31,NDLS,1,,,2026-08-31 16:55:00,2026-08-31 17:05:00,0.0,0.0,10.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-08-31,CNB,2,2026-08-31 21:30:00,2026-08-31 21:46:06,2026-08-31 21:35:00,2026-08-31 21:50:36,440.0,16.1,15.6,4.5,5.0,-0.5,NDLS->CNB,440.0,281.1,275.0,-6.100000000000001
12302,2026-08-31,PRYJ,3,2026-08-31 23:43:00,2026-08-31 23:57:54,2026-08-31 23:45:00,2026-08-31 23:59:24,634.0,14.9,14.4,1.5,2.0,-0.5,CNB->PRYJ,194.0,127.3,128.0,0.6999999999999993
12302,2026-08-31,DDU,4,2026-09-01 00:45:00,2026-09-01 01:15:06,2026-09-01 00:55:00,2026-09-01 01:26:06,787.0,30.1,31.1,11.0,10.0,1.0,PRYJ->DDU,153.0,75.7,60.0,-15.700000000000001
12302,2026-08-31,GAYA,5,2026-09-01 03:10:00,2026-09-01 03:38:48,2026-09-01 03:13:00,2026-09-01 03:41:18,992.0,28.8,28.3,2.5,3.0,-0.5,DDU->GAYA,205.0,132.7,135.0,2.3000000000000007
12302,2026-08-31,DHN,6,2026-09-01 05:55:00,2026-09-01 06:25:36,2026-09-01 06:00:00,2026-09-01 06:32:36,1193.0,30.6,32.6,7.0,5.0,2.0,GAYA->DHN,201.0,164.3,162.0,-2.3000000000000007
12302,2026-08-31,ASN,7,2026-09-01 06:54:00,2026-09-01 07:23:54,2026-09-01 06:56:00,2026-09-01 07:25:24,1251.0,29.9,29.4,1.5,2.0,-0.5,DHN->ASN,58.0,51.3,54.0,2.700000000000003
12302,2026-08-31,HWH,8,2026-09-01 09:55:00,2026-09-01 10:23:30,,,1450.0,28.5,28.5,2.0,2.0,0.0,ASN->HWH,199.0,178.1,179.0,0.8999999999999986
12302,2026-09-01,NDLS,1,,,2026-09-01 16:55:00,2026-09-01 16:55:00,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-09-01,CNB,2,2026-09-01 21:30:00,2026-09-01 21:31:24,2026-09-01 21:35:00,2026-09-01 21:36:24,440.0,1.4,1.4,5.0,5.0,0.0,NDLS->CNB,440.0,276.4,275.0,-1.4
12302,2026-09-01,PRYJ,3,2026-09-01 23:43:00,2026-09-01 23:43:00,2026-09-01 23:45:00,2026-09-01 23:47:00,634.0,0.0,2.0,4.0,2.0,2.0,CNB->PRYJ,194.0,126.6,128.0,1.4
12302,2026-09-01,DDU,4,2026-09-02 00:45:00,2026-09-02 00:51:24,2026-09-02 00:55:00,2026-09-02 01:00:54,787.0,6.4,5.9,9.5,10.0,-0.5,PRYJ->DDU,153.0,64.4,60.0,-4.4
12302,2026-09-01,GAYA,5,2026-09-02 03:10:00,2026-09-02 03:17:00,2026-09-02 03:13:00,2026-09-02 03:19:30,992.0,7.0,6.5,2.5,3.0,-0.5,DDU->GAYA,205.0,136.1,135.0,-1.0999999999999996
12302,2026-09-01,DHN,6,2026-09-02 05:55:00,2026-09-02 06:00:24,2026-09-02 06:00:00,2026-09-02 06:07:24,1193.0,5.4,7.4,7.0,5.0,2.0,GAYA->DHN,201.0,160.9,162.0,1.0999999999999996
12302,2026-09-01,ASN,7,2026-09-02 06:54:00,2026-09-02 06:56:48,2026-09-02 06:56:00,2026-09-02 06:59:48,1251.0,2.8,3.8,3.0,2.0,1.0,DHN->ASN,58.0,49.4,54.0,4.6000000000000005
12302,2026-09-01,HWH,8,2026-09-02 09:55:00,2026-09-02 09:58:48,,,1450.0,3.8,3.8,2.0,2.0,0.0,ASN->HWH,199.0,179.0,179.0,0.0
12302,2026-09-02,NDLS,1,,,2026-09-02 16:55:00,2026-09-02 16:55:00,0.0,0.0,0.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-09-02,CNB,2,2026-09-02 21:30:00,2026-09-02 21:32:12,2026-09-02 21:35:00,2026-09-02 21:37:12,440.0,2.2,2.2,5.0,5.0,0.0,NDLS->CNB,440.0,277.2,275.0,-2.2
12302,2026-09-02,PRYJ,3,2026-09-02 23:43:00,2026-09-02 23:44:30,2026-09-02 23:45:00,2026-09-02 23:48:30,634.0,1.5,3.5,4.0,2.0,2.0,CNB->PRYJ,194.0,127.3,128.0,0.7000000000000002
12302,2026-09-02,DDU,4,2026-09-03 00:45:00,2026-09-03 00:54:36,2026-09-03 00:55:00,2026-09-03 01:05:06,787.0,9.6,10.1,10.5,10.0,0.5,PRYJ->DDU,153.0,66.1,60.0,-6.1
12302,2026-09-02,GAYA,5,2026-09-03 03:10:00,2026-09-03 03:19:24,2026-09-03 03:13:00,2026-09-03 03:24:24,992.0,9.4,11.4,5.0,3.0,2.0,DDU->GAYA,205.0,134.3,135.0,0.6999999999999993
12302,2026-09-02,DHN,6,2026-09-03 05:55:00,2026-09-03 06:04:24,2026-09-03 06:00:00,2026-09-03 06:10:24,1193.0,9.4,10.4,6.0,5.0,1.0,GAYA->DHN,201.0,160.0,162.0,2.0
12302,2026-09-02,ASN,7,2026-09-03 06:54:00,2026-09-03 07:01:12,2026-09-03 06:56:00,2026-09-03 07:05:12,1251.0,7.2,9.2,4.0,2.0,2.0,DHN->ASN,58.0,50.8,54.0,3.2
12302,2026-09-02,HWH,8,2026-09-03 09:55:00,2026-09-03 10:04:48,,,1450.0,9.8,9.8,2.0,2.0,0.0,ASN->HWH,199.0,179.6,179.0,-0.6000000000000014
12302,2026-09-03,NDLS,1,,,2026-09-03 16:55:00,2026-09-03 17:05:00,0.0,0.0,10.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-09-03,CNB,2,2026-09-03 21:30:00,2026-09-03 21:44:12,2026-09-03 21:35:00,2026-09-03 21:51:12,440.0,14.2,16.2,7.0,5.0,2.0,NDLS->CNB,440.0,279.2,275.0,-4.199999999999999
12302,2026-09-03,PRYJ,3,2026-09-03 23:43:00,2026-09-03 23:57:12,2026-09-03 23:45:00,2026-09-04 00:01:12,634.0,14.2,16.2,4.0,2.0,2.0,CNB->PRYJ,194.0,126.0,128.0,2.0
12302,2026-09-03,DDU,4,2026-09-04 00:45:00,2026-09-04 01:00:42,2026-09-04 00:55:00,2026-09-04 01:11:42,787.0,15.7,16.7,11.0,10.0,1.0,PRYJ->DDU,153.0,59.5,60.0,0.5
12302,2026-09-03,GAYA,5,2026-09-04 03:10:00,2026-09-04 03:25:00,2026-09-04 03:13:00,2026-09-04 03:30:00,992.0,15.0,17.0,5.0,3.0,2.0,DDU->GAYA,205.0,133.3,135.0,1.6999999999999993
12302,2026-09-03,DHN,6,2026-09-04 05:55:00,2026-09-04 06:11:24,2026-09-04 06:00:00,2026-09-04 06:18:24,1193.0,16.4,18.4,7.0,5.0,2.0,GAYA->DHN,201.0,161.4,162.0,0.6000000000000014
12302,2026-09-03,ASN,7,2026-09-04 06:54:00,2026-09-04 07:12:36,2026-09-04 06:56:00,2026-09-04 07:15:06,1251.0,18.6,19.1,2.5,2.0,0.5,DHN->ASN,58.0,54.2,54.0,-0.20000000000000284
12302,2026-09-03,HWH,8,2026-09-04 09:55:00,2026-09-04 10:12:48,,,1450.0,17.8,17.8,2.0,2.0,0.0,ASN->HWH,199.0,177.7,179.0,1.3000000000000007
12302,2026-09-04,NDLS,1,,,2026-09-04 16:55:00,2026-09-04 17:00:00,0.0,0.0,5.0,2.0,2.0,0.0,,0.0,,,0.0
12302,2026-09-04,CNB,2,2026-09-04 21:30:00,2026-09-04 21:35:42,2026-09-04 21:35:00,2026-09-04 21:41:12,440.0,5.7,6.2,5.5,5.0,0.5,NDLS->CNB,440.0,275.7,275.0,-0.7000000000000002
12302,2026-09-04,PRYJ,3,2026-09-04 23:43:00,2026-09-04 23:46:54,2026-09-04 23:45:00,2026-09-04 23:50:54,634.0,3.9,5.9,4.0,2.0,2.0,CNB->PRYJ,194.0,125.7,128.0,2.3000000000000003
